text,category,sentiment,rawsentenceIdx
멋진 전망 음료는 바 라이브러리 합니다,조식,1,1496
배경 좋은 피아니스트 음식은 뷔페에서 아침과 저녁 식사 모두 해 주셨어요,조식,1,1496
언덕 위의 전망도 좋고 고급스러운 호텔은 시설 서비스도 정말 좋은 곳인 스타일 하지만 할 수 있는 것은 진정한 의미의 강조한 나머지 도 모두 그 음식은 이런 노력 없이 이동하지 않는 일식 레스토랑 왜 분위기에 너무 다른 사람을 뷔페식 아침 식사는 동시에 됩니다,조식,0,1497
이그제큐티브 객실은 크고 음식과 음료 서비스가 좋은 광대 이그제큐티브 라운지는 정말 뛰어났습니다,조식,1,1501
지 변환이 비즈니스 쾌락 여행 남편과 나는 이그제큐티브 라운지에 비즈니스 디럭스 룸 23 층 방은 크고 훌륭하게 장식 좋은 침대와 린넨 큰 기 쁨이 23 층에 라운지가 멋진 환상적인 서울의 전망 환상적인 서비스와 맛있는 음식과 음료 및 높은 품질의 포함,조식,1,1502
앞에서 거대한 웹 기반 엘이디를 티비 삼성 당연히 내가 어 제 갑자기 외모 에 액정 매우 유혹을 이러한 친절한 직원 훌륭한 종류의 위스키 바가 우아한 영어 웨이트리스 헬스장은 잘 꾸며진 옥상 수영장도 한다,조식,1,1504
나는 서울의 다양한 장소에서 게스트 하우스 등 서울대학교 하지만 이게 가장 편하고 잘 런 투런 직원들은 매우 친절하고 매우 효율적으로 또 신중 완전히 조용 아주 편안한 침대 좋은 아침은 다양한 종류의 다른 요리 다른 손님들도 큰 혼합 그리고 이 중요함 불구하고 나는 협 박 조금이라도 생각 하지 않았다,조식,1,1505
최고급 호텔에 묵었는데 한국의 나는 버릇 도 넓고 잘 갖춰진 객실 모두에 비판 따위 필요한 베개 보다 잠을 메뉴도 훌륭한 아침 식사 좋은 선택은 식사와 음료의 입구에 레스토랑,조식,1,1509
저는 거기에 많은 5성급 호텔을 세계의 일부로 포함된 서비스 라면 유지 컨퍼런스 일부 동료는 특실 라운지,조식,0,1510
한 여기서 먹는 회 10월과 11월에 아마도 중국 음식이 최고의 인생 메뉴는 서로 보완됩니다,조식,1,1512
서비스는 훌륭했고 음식도 일관되고 제법 괜찮아요,조식,1,1513
나는 이해 그러나 어떻게 알코올 등의 메뉴 항목이 신라 가격 지금부터 살펴볼 그냥 비싸 하지만 이것은 5성급 호텔 베어링 의 관계를 현실 13 컵 블랙 커피 일반 와인 잔 에 30 케이크는 20 그러나 그것은 항상 우리에게 둘러싸인 주저 없이 사람이 지불한 가격 에 동의하는 속담 뭔가 사람이 어떤 가치 값을 치르는 모든 9셀 위해 모든 식사 갔다,조식,0,1513
종류도 다양한 연애 는 딤섬을 드실 수 있습니다,조식,1,1515
최고의 중식당 이 과자는 아주 좋습니다,조식,1,1515
그의 프리젠테이션은 훌륭한 맛에 커피 제공,조식,1,1515
좋은 방은 삼성 티비 매우 유쾌한 놀라운 칵테일 라운지 훌륭한 서비스 멋진 랩 풀 서울에서의 첫날을 멋진 호텔이나 짧은 하나지만 정말 아시아 최고의 세심한 서비스 꼭 이곳에 다시 돌아온다면 서울에서,조식,1,1516
지난 주에 머물렀는데 비즈니스 디럭스 라운지에서 조식을 즐길 수 있는 가 벼운 스낵 에프터눈 티와 해피 아워 사우나 실 내 수영장 및 도시 섬도 포함,조식,1,1517
동안 라운지 이용 13살 자 에서 수 없습니다,조식,0,1517
음식도 예외 조식 뷔페가 가장 광범위한 본 그리고 기회를 테스트하여 일식 들어 보았을 프라하는 다,조식,1,1519
유명한 아침 뷔페는 언제나 처럼 훌륭한 조심하세요,조식,1,1520
5 성급 호텔 리조트 호텔 신라 처럼 안 꽃가게 에 들르 하거나 녹색 식물을 우리의 꽃다발 선물 킴 말콤 기적 방법 당신에게 좋은 지원 하나 이상의 요청이 한국어 메뉴 등 찌개 비빔밥 과 캐주얼 추가하십시오 라는 단품 메뉴의 파크뷰 레스토랑 잘 곧 복귀합니다,조식,1,1520
우리 사랑 많이 좋은 서비스 좋은 라운지는 라이브 재즈 음악 모든 것이 좋았습니다,조식,1,1525
파크뷰 레스토랑에서의 아침 식사도 훌륭했습니다,조식,1,1526
에서 뷔페 스타일의 음식도 훌륭했습니다,조식,1,1526
특실 라운지도 아름다웠습니다,조식,1,1526
아주 좋은 곳인 친구 얘기 읽고 봉사 의 뜨거운 음식 과일 디저트 그리고 하루 종일 음료 또 만약 즐겁지 회원 혜택 이번은 바로 이곳 전부였습니다,조식,1,1526
초콜릿 무료 조식 었는데 훨씬 관대 다른 호텔에서 지낸 신라 두 번 묵었습니다,조식,0,1526
서비스도 좋았고 방은 남산 타워의 경치는 코너 방은 최고 모든 편의 시설을 하나 찾고 기대되는 5 호텔에 더욱 조식 뷔페는 환상적이었고 이미 다양한 선택의 내 사랑에 신라,조식,1,1527
수영장은 환상적이었습니다,조식,1,1527
서비스 음식 그냥 완벽한 곳입니다,조식,1,1529
직원과 서비스는 임시 잘 꾸며진 객실 무료 무선 인터넷 침대는 아주 편안한 베개와 세계 최고의 고급 평면 티비 의 한 곳 조합이 호텔에는 아침 식사와 저녁 뷔페는 최고 과 서울 이 곳에서 머무르고 싶다면 넌 것,조식,1,1530
호텔 레스토랑도 가 볼 만한 가치가 있습니다,조식,1,1532
비록 메뉴는 왼쪽에 영감 서비스와 질은 최고였습니다,조식,0,1532
이 호텔은 최고의 서비스와 편의시설에 매치 한 가격 하지만 무시하는 순간 당신이 어떤 초현대식 객실 절경 완벽한 서비스 다양한 레스토랑 조식 뷔페는 행복 그리고 옥상 수영장 스파 및 피트니스 착체 적합한 보지,조식,1,1533
서비스가 좋았고 빠른 하지만 가장 인상적이고 즐거운 경험 이고 좋은 음식과 음료는 특실 라운지에서 훌륭한 분위기와 서비스 위치는 아니었지만 가장 편리한데 10분만 걸 어가면 셔틀버스 지하철 조깅 트레일과 호텔 정원도 좋았어요,조식,1,1538
원활하고 빠른 체크인 체크아웃 매우 편안하고 깨끗한 방 제가 여러 개의 객실 유형 모든 객실은 기능적이고 잘 꾸며져 아침 식사 뷔페가 훌륭하고 그러나 디너 뷔페는 많은 21 30 까지 제공하는 초기 수도 있습니다,조식,1,1539
그러나 이 작은 도서관에서 저녁 부 페 1층 및 기타 레스토랑 호텔 스파 피트니스 센터는 실내 실 외 수영장 최고,조식,1,1539
뷔페는 현상과 돈이 아깝지 않았어요,조식,1,1542
이 곳은 싸지 에스프레소 로 약 18 한 수 식당은 아주 비싸지만 완전히 돈이 아깝지 않았어요,조식,1,1542
하지만 이 라 숙박비는 상대적으로 낮은 5성급 호텔에 비해 전체 적으로 음식과 음료가 꽤 충격적인 더 인기 호텔 뉴욕 런던 등 제대로 기억나는 이 나 초 라운지 거의 비용 100 굳이 말하자면 제 생각에는 아마도 최고의 아침 뷔페에서 질적인 면에서 다양성 등,조식,0,1543
다른 주요 장점은 신라 보다 훨씬 더 센트럴 파크 하얏트 대폭 삭감 되는 시간 사이에 트래픽 회의 전 특실 예약 어떤 나 정상적으로 그러나 이번에는 돈을 더 내더라도 가치 때 고려할 무료 알코올 음료 및 비용 대비 아주 괜찮은 뷔페 저녁 식사를 호텔 레스토랑 또한 멋진 사람 만나는 아침 티 좋은 헬스장과 수영장 비록 하룻밤에 100 로 변동분 지내다가 이 이 밸런스 비록 파크 하얏트는 여전히 탁월한 선택 위치와 훌륭한 이그제큐티브 라운지에서 저에게는 아마 팁 잔부가 좋 은 장소로 서울에서 앞으로,조식,1,1555
아침에 일어나 기 갔다,조식,1,1557
조식 레스토랑의 경영진은 너무나 좋은 음료 밤에 그 장소 방은 매우 넓었고 액칭 가젯 마음에 들어요,조식,1,1558
우리는 또한 사랑해 다양한 맛있는 디저트 카페 로비,조식,1,1559
아름답 게 개조 되 호텔 레스토랑 조식 이 정말 좋 았는데,조식,1,1560
조식은 훌륭했습니다,조식,1,1564
라운지 이용해보니 역시 다르단 느낌이 수영장 사우나도 평일이라 쾌적했고요 라운지 조식이 너무 양식 위주라 그것만 좀 아쉽네요,조식,1,1568
한 가지 불만이 있다면 고메 파티 음식이 맛은 있는데 양이 적다는 거 ㅎㅎㅎ,조식,0,1576
에프터눈티도 좋고 조식도 좋고 침대도 편하고 서울에서 호캉스하기엔 신라가 가장 좋네요,조식,1,1577
수영장에서 먹는 맥주는 너무 좋았네요,조식,1,1581
마카롱을 전혀 좋아하지 않았는데 신라 마카롱을 먹은 뒤에 마카롱에 매력에 빠져 요즘 마카롱 맛집을 찾 아다니네요 ㅎㅎ,조식,1,1583
뭣보다 라운지가 너무 좋았어요,조식,1,1584
수영장은 코로나로 이용 못했지만 ㅠㅠ 그저 뷰며 음식이며 다 만족,조식,1,1586
아침 조식부페도 샐러드며 음식들이 정갈하고 맛있었습니다,조식,1,1587
역시 신라호텔 서비스도 좋고 조식도 맛 났어요,조식,1,1588
조식에 케이크 마카롱은 하나도 없는 게 좀 아쉽네요,조식,0,1588
장점은 음식입니다,조식,1,1591
이그제큐티브에서 라운지 음식들 맛있게 잘 이용했어요,조식,1,1591
어반에서 먹는 짬뽕도 맛있었네요 ㅎ,조식,1,1592
클럽 라운지가 너무 붐비 고 룸도 이 제 많이 낡고 사우나는 녹이 슬어 이제는 리뉴얼 한번 해야 할 때 아닌가 생각되요,조식,0,1593
코로나로 인해 오랜만에 간 호텔이었습니다 라운지 어번 아일랜드 포함이었구요,조식,1,1600
발렛도 편했고 조식이나 룸 서비스 어반 아일랜드 모두 좋았어요,조식,1,1601
파크뷰 조식도 너무 맛있고 다양해서 좋았어요,조식,1,1603
주 중에 피곤한 일이 많았는데 달콤한 케잌 먹으며 목욕하고 재충전 잘하고 돌아왔습니다,조식,1,1615
이 가격에 가 기 힘든데 가게 되어 너무 좋았고 디저트 말해서 입아픕니다,조식,1,1620
그 유명한 신라베이커리 디저트를 애프터 눈부터 라이트 스낵까지 나올 때마다 먹을 수 있어 너무 좋았고 특히 라이트 스낵 다쿠아즈 케익하고 애프터눈티 다쿠아즈 진짜 맛있었습니다,조식,1,1620
하나에 3천원 넘는 스콘 다쿠아즈를 각각 7개 넘게 먹었고 외부에서 사면 비싼 데 무제한 리필이라는 것도 엄청났습니다,조식,1,1620
참치 샌드위치 맛있더군요,조식,1,1620
해피아워 상당했습니다,조식,1,1620
핫 푸드 6종류 다 괜찮았고 찹스테이크 과일 탕수육 탄두리 치킨 새우 데리야끼 생선 맛났고 디저트로 나온 조각 케익 치즈케익도 좋았습니다,조식,1,1620
치즈케익은 제가 어쩌다 선물 받을 때나 받는 건데 그걸 먹으니,조식,0,1620
방 꽤 크고 좋았고 수영장 사우나 다 좋았습니다,조식,1,1620
라운지는 저녁 이 좋았습니다,조식,1,1621
신라호텔의 유명한 중식당 팔선 안 가볼 수가 없죠,조식,1,1626
샌드위치도 먹고 쉬 다가 저녁에 다시 루프탑에 방문하여 가든 패키지 상품을 즐겼습니다,조식,1,1626
화장실 및 욕실은 최상급이였다,화장실,1,3
단점은 화장실 휴지걸이가 힘이 없고 헐거워서 자꾸 빠지는 것 정도 여튼 출장 투숙객들한테 강추합니다,화장실,0,4
가드 설치도 따로 해주셔서 아기도 안전하게 잘 잤구요,화장실,1,7
침구 정리도 잘 되어 있었고 청소도 깔끔하게 해놓으셨더라고요 타월도 욕실에 넉넉하게 준비되어 있었고 무료로 준비해주신 생수가 많아 물 걱정은 덜었습니다,화장실,1,29
저희는 모서리 방으로 업그레이드 시켜줘서 창문 두 개를 끼고 영빈관이랑 시네뷰 두 뷰를 볼 수 있었어요,화장실,1,82
후에 티비가 최신형으로 교체됐 으면 하네요,화장실,0,82
룸 입장 뒤 3번의 문의 스낵 바라고 하나 어째 끈 거기에 먼지 대박 문 고정장치 파손되어 있고 욕실 문이 닫기지 않음,화장실,0,83
결국 룸 변경 룸 사이즈업 글을 해주었지만 좀 개운하지 않음 이동한 룸도 블라인드가 처음에만 조작되고 더 작동하지 않음,화장실,0,83
룸 체인지 두 번이나 했어요,화장실,0,90
냄새나는 방을 주셔서,화장실,0,90
다 만 룸에 먼지가 조금 많아 공기청정기 요청했더니 바로 준비해 주었습니다,화장실,1,100
침대는 푹신하고 좋았다,화장실,1,103
집에 갈 때 침대를 통째로 뜯어갈 뻔 했어요,화장실,0,105
벽에 치약이 고대로 묻어 있더라구 요 귀찮아서 바꿔달라 하진 않았지만 신경 좀 쓰셔야 할 듯여,화장실,0,180
히터도 빠방하게 나와서 따뜻햇 구요,화장실,1,183
객실이 건조하므로 가습기를 요청하시면 더 편히 지내실 수 있을 것 같습니다,화장실,0,186
실내 수영장도 괜찮았는데 샤워실 부스가 2개 밖에 없고 좁아서 좀 불편했어요,화장실,0,191
앞으로 컵 관리에 더 신경 써주기를 바란다,화장실,0,192
전면 유리에 윗 유리에 거울 같이 하 아 다시 갈 거예요,화장실,0,206
단지 세면대 물이 잘 안 내려가고 조식도 그냥 저냥 이였어요,화장실,0,212
욕조도 넓어서 아주 편하게 반신욕을 즐겼습니다,화장실,1,214
실내 수영장 이용 했는데 수질이 오물이 좀 있어서 찝찝했어요,화장실,0,223
수영장 샤워부스도 두개 밖에 없고 어 메너티 퀼리티가 높지 않아 아쉬웠네요,화장실,0,223
콜라 한 캔을 8500원에 먹기가 넘나 아까웠네요,화장실,0,223
룸 상태 및 룸 욕실 제품은 좋았습니다,화장실,1,224
청소 상태는 실망했습니다,화장실,0,228
그 유명한 신라호텔이니 대부분 좋았으나 욕실에서 사용 한 반 창고를 발견했네요,화장실,0,232
다만 주말이어서 그런 건지 룸 청소 상태 화장실 바닥 창문 난간 가 지난번에 비해 조금 떨어진다는 느낌을 받았습니다 라운지 음식이나 퀄리티는 매우 좋았습니다,화장실,0,266
근데 먼지가 많아요 ㅜㅜ,화장실,0,287
하지만 자 고 일어나면 너무 건조해서 목이 아프네요,화장실,0,314
구석구석 신경을 많이 썼음을 느꼈습니다,화장실,0,316
침대 침구 화장실,화장실,1,365
넓은 욕조에서 원 없이 거품 목욕했어요,화장실,1,388
청결했고 냄새도 안나고 필요 물품들도 구비가 잘 되어 있고 침구류도 너무 좋았어요,화장실,1,406
룸에 먼지가 많아서 조금 기침이 나 긴 했지만 건조하다 보니 어 쩔 수 없을 것 같고 다음에 또 가 고 싶습니다,화장실,0,435
항상 느끼는 거지만 룸에 비치된 타올을 좀 교체했으면 하는 생각을 합니다,화장실,0,447
타올에서 묵은 찌든 냄새가 많이 나는 편이예요,화장실,0,447
건조에서 문제가 잇는 건지 모르겠지만 늘 그런 생각을 하게 합니다,화장실,0,447
다만 딴건 다 있는데 면봉이 왜 없는 건지 ㅠㅠ 엄마는 봤다는 데 아무리 찾아도 못 찾음,화장실,1,480
실내 수영장는 천정이 개방되서 야외 느낌이 나서 좋았구요,화장실,1,497
챙겨주려 했던 게 오히려 독 한 참 안 썼던 객실 인지 꿉꿉하고 냄새 났어요,화장실,0,503
젖병 소독기 아기 침대 욕조 등 아기용품 다 구비해줘서 따로 필요한 거 없었네요,화장실,1,514
침대도 푹신해서 나오기 나무 싫었습니다,화장실,1,533
다만 샤워 중에 샤워기 부품이 떨어져서 좀 놀랐고 화장대 전구가 일부 꺼져 있더라구요,화장실,1,561
욕조 너무 좋아요 ㅠㅠ,화장실,1,562
욕실 사용이 불편한 점이 자꾸 생겨요,화장실,0,582
룸 배정하기 전에 욕실 점검 꼼꼼히 해주실 길 부탁드립니다,화장실,0,582
입욕제 사갔는데 좋아해서 좋았습니다,화장실,1,592
냉장고가 작아 케잌 등은 따로 맡겼습니다,화장실,0,592
베개 도 선택할 수 있고 자잘 자잘한 서비스가 참 좋았다,화장실,1,593
샤워 부스에 물에 고여서 어떻게 할 수가 없었어요,화장실,0,595
너무 늦은 시간이라 저희가 칫 솔로 머리카락 빼고 난리를 쳤네요,화장실,0,595
직원들 너무 친절하시 구 침대 너무 편하고 잘 때도 전기 소리 같은 거 전혀 안 들리게 설정이 자동으로 되더라구 요 너무 편하게 잘 쉬다 갑니다,화장실,1,607
세면대 수도 꼭지가 냉온 따로 되어 있어서 불편했고 실내 수영장에 있는 자쿠지와 남산뷰 신선한 재료의 조식이 좋았어요,화장실,0,609
왜냐하면 에어컨의 온도가 거의 조절되지 않고 끄거나 켜거나 둘 중 하나였다,화장실,0,621
온도를 올려도 냉기가 유입됨 심지어 껐는데도 추움 주변엔 마땅한 식당이 없음,화장실,0,621
쵸 콜릿과 쿠키 주셔서 그건 그렇다 치는데 킹베드 요청도 누락되 있었고 화장실 바닥이랑 욕조 옆 등 물얼룩 및 누가 컵 두었던 흔적 그대로 있어서 위생에 많이 실망했습니다,화장실,0,644
침대 옆에 오랫동안 쌓인 먼지 덩어리들 지금도 잊을 수 없다,화장실,0,654
미리 신경 써서 가운이나 슬리퍼 등이 인원에 맞게 되어 있엇으면 좋앗을 것 같습니다,화장실,0,668
비데 변기가 고장 나서 용 변후 2 3분 지나야 물이 내려가더라구요,화장실,0,671
유리잔 이가 나갔네요,화장실,0,677
습도와 온도가 매우 쾌적하게 느껴졌습니다,화장실,1,679
침대가 작고 너무 푹신해서 잠자리가 불편했습니다,화장실,0,690
엑스트라 베드는 매트리스가 아주 단단해서 불편해 하시는 분들도 분명 계실 것 같습니다만 저는 잠자리에 예민하지 않아 상관없었고 매트리스 제외한 베딩은 아주 좋았습니다,화장실,1,693
방 업그레이드 해주셔서 정말 짱 좋은 욕실이 딸린 방에서 묵었습니다,화장실,1,700
남산뷰도 좋았고 욕조에서도 바깥 풍경을 볼 수 있다는 것이 가장 인상 깊었어요,화장실,1,701
조식에 머리카락이 2번이나 나온 것은 아쉽 침구 먼지 아쉽,화장실,0,704
몰튼 브라운 어 메니티 향이 좋고 시몬스 뷰티 레스트 침대는 너무 편해요,화장실,1,708
두꺼운 샤워 가 운 역시 너무 좋아요,화장실,1,708
비지니스 트 윈룸에 숙박했는데 조명 컨트롤이 용이 했고 리모콘으로 블라인드를 조절 할 수 있어 편했습니다,화장실,1,708
대나무 숲을 바라보며 러닝 머신을 할 수 있어 힐링 제대로 했어요,화장실,1,708
사람 손 닿지 않는 곳에 먼지도 앉아 있고 소파에 머리카락도 붙어 있고 좀 더 청결하게 유지되었으면 좋겠습니다,화장실,0,710
참 수영장 탈의 실 손 소독제 소독티슈 없어졌던데 누가 가져갔을까요,화장실,0,713
그리기 세트라던지,화장실,1,717
화장실이 조금 불편했어요,화장실,0,732
바깥 유리창에 오물이 묻어 있음,화장실,0,735
바닥 청결 상태가 아쉽네요,화장실,0,737
침대 근처 먼지 및 얼룩 많았습니다,화장실,0,737
드라이어 기 바람이 약간 약해요,화장실,0,744
그리고 묵었던 호실의 쇼파가 천이었는데 그래서 그런지 쇼파에 얼룩이 묻은 흔적이 있었습니다,화장실,0,747
샤워 가 운정도만 있는데 샤워 가운에 특화되서 물기 흡수는 잘합니다,화장실,1,747
섬유유연제 없이 빤 수건 두르고 잘 수 있으면 안 그러면 속옷만 입고 자거나 본인 잠옷 가져가세요,화장실,0,747
7개월 아기와 함께 갔는데 아기 용품들 기저귀 쓰레기통 하이체어 아기 침대 아기 욕조 과 공청기 가습기까지 아주 잘 사용했어요,화장실,1,749
요청했던 것을 매우 센스 없이 처리해 주어서 너무 당황스러웠으며 욕조에서는 인 조 속눈섭이 나와서 매우 불쾌했습니다,화장실,0,761
1명만 들어갈 수 있는 욕조여서 저는 개인적으로 욕조가 좀 만 더 컸으면 좋았을 것 같아요,화장실,0,764
욕실에 아주 약간의 곰팡이가 보이긴 했다,화장실,0,771
호텔 베개는 여러 개를 고를 수 있었는데 기 본 세팅해 주신 베개가 너무 좋아서 구지 바꾸지 않고 만족했습니다,화장실,1,773
베개가 너무 폭신해서 목이 아파서 템퍼 베개로 바꾸고 싶었으나 다 소진되어 원하던 베개 서비스를 받지 못해 아쉬움이 컸습니다,화장실,0,773
청소가 조금 부족 먼지들이 좀 있더라구 요 좀 아쉽,화장실,0,787
잠자리가 우선 너무 좋았고 객실 들어갔을 때 우선 잡냄새 같은 게 안 났어요,화장실,1,802
침구류의 먼지가 조금 심했다,화장실,0,802
환기를 할 수 있는 방법이 없어 그냥 지 냈지만 아침에 햇살에 보니 먼지가 더 심했다,화장실,0,802
공기의 질이 안 좋음,화장실,0,806
침대가 포근했다,화장실,1,813
편안한 침대 욕실 비누 샴푸 등등 샤워기 헤드에서 물이 조금 샜어요ㅠ,화장실,0,814
창문청소가 잘 안되어 있었습니다,화장실,0,819
외출 시 청소가 되어 있어 좋았습니다,화장실,1,825
세 명으로 예약했는데 슬리퍼 가운 등등이 두 명으로만 세팅이 되어 있어 아쉬웠습니다,화장실,0,826
저는 비염이 다시 도 졌어요,화장실,0,838
책상이나 침대 옆 탁자에 먼지가 있어서 좀 불편했습니다,화장실,0,845
침대가 매우 편했어요,화장실,1,852
침대가 너무 좋았어요,화장실,1,854
건물이 오래되어서 그런지 배관시설이 엉망이였음,화장실,0,855
샤워하는데 물이 빠지지 않고 물이 차 올라 샤워 중 껐 다 켰다,화장실,0,855
욕조에 누렇게 물 때가 있어서 탕욕 하려다가 기분이 나빠져서 못했습니다,화장실,0,856
침대가 푹신한데 허리 쪽이 움푹 파여서 저에게는 오히려 불편했어요,화장실,0,856
침대 침구 정말 편했어요,화장실,1,857
욕조가 조금만 더 깨끗했으면 좋겠어요,화장실,0,861
욕실 화장실 더럽고 머리카락 있음,화장실,0,862
위생 불량 조삭 맛없음,화장실,0,862
수시로 청소 트레이가 왔다,화장실,1,866
아기가 신라호텔 수영 갔다와서 피부가 난리가 났어요,화장실,0,867
침구가 눅 눅해서 불쾌했습니다,화장실,0,872
오래된 시설 눅눅한 침대,화장실,0,875
침구도 편안하고 직원분들도 다 친절했던 신라호텔 욕조와 변기 쪽에 머리카락이 있었습니다,화장실,1,878
예약 시 3인으로 예약했는데 침대는 더블침대 1로 배정됨은 이해할 수 있으나 이불과 배게 등 목욕 가운 등은 미리 준비되어 있지 않은 점은 불편했음,화장실,0,887
매트리스 중앙이 꺼져 있어서 잠자리가 너무 불편했다,화장실,0,892
실망 딱딱하고 식었음,화장실,0,894
침대 푹신함 없습니다,화장실,0,906
코로나 때문에 객실이 많이 비워 있었던 지 침구에 먼지가 많아서 코가 막히고 얼굴이 간지러웠습니다,화장실,0,910
뷰가 그다지 창문이 다소 지저분함 이그제큐티브 메뉴가 적어서 한 번 먹으면 먹을 게 없었음,화장실,0,914
신라니까 금연 객실을 배정 받았지만 의자 같은 곳에서 담배 냄새가 났어요,화장실,0,916
남산뷰로 방을 주셨는데 침대에서는 앞에 벽만 보이더군요 소파 하나 없는 방에서 침대 아니면 어디서 남산을 보나요,화장실,0,923
욕조가 커 아기 씻기기 좋고 침대가 편했어요,화장실,1,926
눈에 보이는 먼지가 날아 다녔는데 그래도 괜찮았어요 ㅎㅎ,화장실,0,932
처음에 배정 받았던 방 2013호 배수구 물 빠짐리 전혀 안 되서 발목까지 물이 찬 채로 씻어야 했어서 자정경 방을 옮겼습니다,화장실,0,939
이동한 방은 욕조 청결 상태가 안 좋더군 요 머리카락 두가닥 이물질이 묻어 있었습니다,화장실,0,939
침대가 좋음,화장실,1,943
체크인 한 방에서 들어가자마자 세면대에 털을 발견해서 방 바꿔주셨는데 바꾼 방 쇼파에서는 누가 떼어 놓은 대일 밴드를 발견했어요,화장실,0,943
굿굿 방안 와인잔이 플라스틱이라 개선했으면 좋겠고 갈수록 방음은 문제가 되는 것 같아요,화장실,0,944
다만 객실 샤워 부스 배수에 문제가 있어서 불편했어요,화장실,1,949
테이블이 가까워 다 들은 상태인데 이런 ㅠ 차별 인가요,화장실,0,956
방음이 전혀 안 되서 문을 보니 문틈이 맞지 않아서 문틀이 다 벗겨지고 시트지로 대충 천장도 습기 때문에 대충 뭐든지 대충이네요,화장실,0,959
유아 둘 동반이라 아기 침대와 침대가 드 요청했는데 아예 안돼 있었구요,화장실,0,961
4시간 저온 가열했다고 합니다,화장실,0,970
객실 온도 조절 침구가 어떨지 모르겠습니다,화장실,0,972
구석구석 청소부터 어떤 물건의 위치까지 하나 하나마다 세심하게 고민했다는 것을 느낄 수 있습니다,화장실,1,977
템포 밀레니엄 쓰는데 늘 기억해주시고 다만 바디필로우가 정말 얻기 어렵네요 ㅠㅠ,화장실,1,978
청소용 카트도 있던데 지나가기에 번거로움 화장실 바닥에 물 때가 약간 있어서 말 할까 하다가 그냥 대충 씻어내니 괜찮더라구요,화장실,0,983
그래도 청결하지 않다고 보이는 부분은 발견될 수 없었으며 화장실도 즐겁게 이용할 수 있었다,화장실,0,988
룸은 공기청정기가 있지만 발뮤다 조금 답답한 느낌이 있엇습니다,화장실,0,995
샌 수도 4병 칫솔 면도기도 좋은 걸 제공하 더군요,화장실,1,1009
아기 침대는 12개월까지만 사용이 가능해서 쓰지 못했다,화장실,0,1011
침대 크기가 넘작아서 깜놀 거실 사이즈 크기 빼느라 침대 사이즈 아쉽다,화장실,0,1026
디럭스 룸은 먼지가 하얗게 앉아 있어 놀라웠습니다,화장실,0,1055
욕조가 다른 호텔들 보다 더 큽니다,화장실,1,1058
룸에 들어가자마자 하수구 냄새가 진동했고 샤워실 배수구가 막혀 있었습니다,화장실,0,1060
그리고 아이침대도 깨끗이 소독하여 객실에 가져다 주신 센스에 또 한번 감동하였습니다,화장실,1,1063
우선 로비는 넓고 아주 아주 좋더라구 요 ㅎㅎ 천정에 달린 예쁜 조명 구경을 한 참 했네요,화장실,1,1081
욕조와 샤워 부스가 같이 있는 넓은 욕실도 편리하고 좋았구요,화장실,1,1086
침대에서 통 유리를 통해 바로 욕조 가 보이게 설치되어 있어 아이가 따뜻한 물에서 목욕을 하는 동안 일부러 욕조 옆을 지키지 않아도 되었습니다,화장실,1,1092
추워서 온풍기를 틀면 너무 건조해져 습도 유지를 하는 것은 조금 어려웠습니다,화장실,0,1092
먼지가 너무 많아서 침구를 들 때마다 기침이 멈추질 않았습니다,화장실,0,1096
먼지가 날리는 게 눈에 계속 보셨어요,화장실,0,1096
요즘 먼지에 민감한 사람들이 많은데 좀 신경 써주셔야 할 것 같습니다,화장실,0,1096
샤워부수실 물이 잘 빠지지 않아서 샤워 내내 불편했어요,화장실,0,1096
룸 내에 생수도 많아서 제가 물을 많이 마셔서 너무 좋았습니다,화장실,1,1098
저는 미리 알아보고 잠옷을 가지고 가 긴 했지만 잠옷이 있으면 더욱 좋을 것 같았습니다,화장실,0,1098
어 메너티 구조 침구 뭐 하나 맘에 들지 않는 것이 없었다,화장실,1,1101
하지만 수 온도 따듯하고 의자에 온열시트가 있어서 나름 운치 있게 지 냇습니다,화장실,0,1103
최대한 빨리 그리고 샴푸를 2개나 가져다 주셔서 그래도 고마웠습니다,화장실,0,1106
아일레스티가 비치되어 있고 신라호텔에만 납품된다는 코바 커피도 맛 볼 수 있습니다,화장실,1,1107
문라이트 스위밍 이라고 하던 가요,화장실,0,1116
욕실용품 치약 칫솔 면도기 면도크림 바디워시 샴푸 컨디셔너 면봉 혜어캡 서비스 용품 물 2개 휘트니스 무료 단점 복도쪽 방음이 잘 안 됩니다,화장실,0,1121
룸은 크지 않지만 깨끗하고 발뮤다 공기청정기도 준비되어 있고 어 메니티는 몰튼 브라운 입니다,화장실,1,1131
많은 호텔들이 방을 여러 개 배치하기 위해 창문 하나에 안쪽으로 길쭉한 형태인데 넓은 창이 두 개 있어 환하고 쾌적 했음,화장실,1,1141
물 온도도 적당하고 유아풀도 따로 있음,화장실,1,1148
푹신한 침대와 넓고 깨끗한 욕조 어 메니티가 부족하여 따로 좀 더 부탁드리니 바로 올려주시고 흡연룸이어서 그런지 공기청정기도 미리 준비되어 있었습 니다,화장실,1,1152
욕실용품 칫솔 2개 샤워타올 면도 기 면도 크림 바디워시 컨디셔너 샴푸 바디로션 머리끈 화장솜 헤어캡 펴의 용품 미니바 개인금고 비대 헤어 드라이기 다리미 다리미판 없음,화장실,1,1156
